Tag,Values
PC.PMO.DLB.TCP.GCM2.CD553.AN_T5_Temperature_SP,0.2720559519269956
PC.PMO.DLB.TCP.GCM2.CD553.AN_Eng_Brg_PT_Vel,0.2718043411568047
PC.PMO.DLB.TCP.GCM2.CD553.AN_Min_Fuel,0.27169691587587586
PC.PMO.DLB.TCP.GCM2.CD553.AN_LPC_ASC_Head_Pcnt,0.27163148956470945
PC.PMO.DLB.TCP.GCM2.CD553.AN_Engine_Pcd,0.2715745021862349
PC.PMO.DLB.TCP.CGCE.CD563.AN_T1_Temperature,0.2708799172736485
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Brg_Aft_Y_Vib,0.27031809070280854
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_ASC_Flow_DP,0.27027350651376747
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Brg_Aft_X_Vib,0.2700984980965277
PC.PMO.DLB.TCP.GCM2.CD553.AN_Process_Control_Ngp_SP,0.26902506023654493
PC.PMO.DLB.TCP.CGCE.CD563.AP_Eng_T5_Delta_GF,0.26894564318005054
PC.PMO.DLB.TCP.GCM1.CD543.AN_ZX399_105_Gas_LEL,0.26884867153730474
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Pwr_Delta_GF,0.2686760719047192
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Pwr_Corr_GF,0.26830719443861595
PC.PMO.DLB.TCP.GCM2.CD553.AP_IPC_Delta_Spd,0.2680157066320579
PC.PMO.DLB.TCP.GCM1.CD543.AN_ZX399_104_Gas_LEL,0.26706899333907796
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Brg_DE_X_Gap,0.26584274935582786
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_Discharge_Press,0.26567280081332373
PC.PMO.DLB.TCP.GCM2.CD553.AN_Fuel_Control_Demand,0.26525182725802465
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Discharge_Press,0.2645860818185625
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Suction_Press,0.26407950239232303
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_ASC_Control_Line,0.2637573668068384
PC.PMO.DLB.TCP.GCM2.CD553.AP_LPC_Delta_Spd,0.26367480973646595
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Vlv_A_Total_Calc,0.26287651436462417
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Vlv_B_Total_Calc,0.26269165120717425
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Total_Calc,0.26224634820566356
PC.PMO.DLB.TCP.GCM2.CD553.AN_Ngp_SP,0.2609890805274675
PC.PMO.DLB.TCP.GCM2.CD553.AN_Ngp_Manual_SetPt,0.2609241486908621
PC.PMO.DLB.TCP.GCM2.CD553.AN_Load_Share_Control_NGP_Base_SP,0.2608820068353119
PC.PMO.DLB.TCP.GCM2.CD553.AN_Eng_Brg_GP_Vel,0.2601751262397186
PC.PMO.DLB.TCP.GCM2.CD553.AN_Encl_Pressure,0.25993270037268995
PC.PMO.DLB.TCP.GCM2.CD553.AP_IPC_Sft_Pwr,0.25893502547269776
PC.PMO.DLB.TCP.GCM2.CD553.AN_Start_Count,0.2509794717786746
PC.PMO.DLB.TCP.GCM2.CD553.AP_LPC_Sft_Pwr,0.2506719333272852
PC.PMO.DLB.TCP.GCM2.CD553.AN_RCCP_Discharge_SP_External,0.25016757385145955
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_ASC_Head_Pcnt,0.24966953151085342
PC.PMO.DLB.TCP.GCM2.CD553.AN_No_Gas_Purge_Total_Time,0.24958075647604788
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Surge_Margin,0.24912765235151652
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Control_B_DP,0.24795950066751798
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Buffer_Air_DP,0.24611389956966395
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Jrn_Brg_DE_Temp,0.24597457534157396
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Control_A_DP,0.24485282393453003
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_ASC_Flow,0.24442125678878782
PC.PMO.DLB.TCP.GCM2.CD553.AN_Gas_Fuel_Flow,0.24277556708376485
PC.PMO.DLB.TCP.GCM2.CD553.AN_ZX399_105_Gas_LEL,0.24091768943312564
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_ASC_Flow,0.23396384818228586
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Flow_Std_HMI,0.23335838588071176
PC.PMO.DLB.TCP.GCM2.CD553.AN_Main_Gas_Valve_B_Position,0.23105300591203368
PC.PMO.DLB.TCP.GCM2.CD553.AN_Main_Gas_Valve_B_Command,0.23077445117732034
PC.PMO.DLB.TCP.GCM2.CD553.AN_Main_Gas_Valve_A_Command,0.23072575361542974
PC.PMO.DLB.TCP.GCM2.CD553.AN_Main_Gas_Valve_A_Position,0.23035234840183805
PC.PMO.DLB.TCP.GCM2.CD553.AP_HPC_Flow_Act,0.22928086436770967
PC.PMO.DLB.TCP.GCM2.CD553.AP_HPC_Flow_Std,0.22849258223459543
PC.PMO.DLB.TCP.CGCE.CD563.AN_T5_CJ_Temperature,0.22375282840764893
PC.PMO.DLB.TCP.CGCE.CD563.AN_Reference_Temperature,0.2237102863066039
PC.PMO.DLB.TCP.GCM2.CD553.AN_Ngp_Max_Speed_Record,0.22043922392236248
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Dis_Pri_Vent_Press,0.21933294631896436
PC.PMO.DLB.TCP.GCM2.CD553.AN_LPC_Brg_Aft_X_Gap,0.21916781432651455
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_Buffer_Air_DP,0.21401893643044484
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_ASC_Flow_DP,0.21309412506574252
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Brg_DE_Y_Gap,0.19407582500337262
PC.PMO.DLB.TCP.GCM1.CD543.AN_LPC_MRV_Command,0.18971487074236973
PC.PMO.DLB.TCP.GCM1.CD543.AN_LPC_MRV_Position,0.18959584221545214
PC.PMO.DLB.TCP.GCM1.CD543.AN_HPC_Suc_Sec_Vent_Flow,0.18810136653163675
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Suc_Pri_Vent_Press,0.18592701007608894
PC.PMO.DLB.TCP.CGCE.CD563.AN_Rem_Fuel_Gas_CO2_Content,0.18427164816284172
PC.PMO.DLB.TCP.GCM2.CD553.AP_HPC_Spd_Nom,0.18084091933152951
PC.PMO.DLB.TCP.GCM1.CD543.AN_LPC_Suction_Temp,0.1779288832380165
PC.PMO.DLB.TCP.GCM2.CD553.AN_LPC_Dis_Pri_Vent_Press,0.17366633893206349
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_Seal_Gas_DP,0.1713436685110237
PC.PMO.DLB.TCP.GCM1.CD543.AN_HPC_Suction_Temp,0.16973102224736364
PC.PMO.DLB.TCP.CGCE.CD563.AN_Encl_Temperature,0.16741309583252634
PC.PMO.DLB.TCP.GCM2.CD553.AN_ZX399_102_Gas_LEL,0.1582681132378714
PC.PMO.DLB.TCP.GCM1.CD543.AN_HPC_Surge_Margin,0.15777194057044924
PC.PMO.DLB.TCP.GCM2.CD553.AN_Air_Supply_Pressure,0.15663075792804576
PC.PMO.DLB.TCP.CGCE.CD563.AP_LPC2_ETA_Nom,0.15646482777417883
PC.PMO.DLB.TCP.GCM1.CD543.AN_IPC_Suc_Pri_Vent_Press,0.15171252807333094
PC.PMO.DLB.TCP.GCM2.CD553.AN_Station_Interstage_Press,0.15102157795749463
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Seal_Gas_Filter_DP,0.14726416857901045
PC.PMO.DLB.TCP.GCM2.CD553.AN_Liquid_Fuel_Boost_Press,0.14698764276616033
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Brg_Non_Drive_End_Y_Gap,0.1468111876147173
PC.PMO.DLB.TCP.GCM2.CD553.AN_ZX399_100_Gas_LEL,0.1421730509734133
PC.PMO.DLB.TCP.GCM2.CD553.AN_ZX399_101_Gas_LEL,0.14081640119960231
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Brg_Non_Drive_End_X_Gap,0.13837880605965872
PC.PMO.DLB.TCP.GCM2.CD553.AN_HPC_Seal_Gas_DP,0.1291549543113821
PC.PMO.DLB.TCP.CGCE.CD563.AN_QE8108_Gas_LEL,0.12632831068766026
PC.PMO.DLB.TCP.CGCE.CD563.AN_LPC_Seal_Gas_PreFilter_DP,0.12619488196775008
PC.PMO.DLB.TCP.GCM2.CD553.AN_RCCP_Suction_SP_External,0.12311303571817496
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Inboard_Thr_Brg_Temp,0.12310417481502527
PC.PMO.DLB.TCP.GCM1.CD543.AP_Eng_Pwr_Corr_GF,0.1223257859185887
PC.PMO.DLB.TCP.GCM1.CD543.AN_T5_CJ_Temperature,0.11959755063470846
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_Dis_Pri_Vent_Press,0.11755084622365011
PC.PMO.DLB.TCP.GCM2.CD553.AN_LPC_Buffer_Air_DP,0.11606108239453593
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Npt_Opt_GF,0.11574070426822974
PC.PMO.DLB.TCP.GCM1.CD543.AN_Encl_Temperature,0.11436613222596799
PC.PMO.DLB.TCP.GCM2.CD553.AN_T1_Temperature,0.11167623687534901
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_PCD_Corr_GF,0.11148280884363104
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Fuel_Flow_Pred_GF,0.10803484902733576
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_T5_Pred_GF,0.10790095198803937
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Pwr_Pred_GF,0.10700271725220724
PC.PMO.DLB.TCP.GCM1.CD543.AP_LPC_Flow_Act,0.10661763828450123
PC.PMO.DLB.TCP.GCM1.CD543.AN_Station_Suction_Press,0.10533470704775587
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_Fuel_Flow_Delta_LF,0.1041095906882503
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_PCD_Pred_GF,0.10309844816622506
PC.PMO.DLB.TCP.GCM1.CD543.AN_HPC_ASC_Flow_DP,0.10300492071869637
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_ECF_LF,0.10092908433354159
PC.PMO.DLB.TCP.GCM1.CD543.AN_LPC_ASC_Flow,0.10072777382827461
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_PCD_Delta_LF,0.09924758231025065
PC.PMO.DLB.TCP.GCM2.CD553.AN_HP_MRV_Suction_Press_SP,0.09399185848000169
PC.PMO.DLB.TCP.GCM2.CD553.AN_IPC_Suc_Pri_Vent_Press,0.09078519851142933
PC.PMO.DLB.TCP.CGCE.CD563.AN_Eng_Brg_PT_Ax1_Gap,0.08906822141871153
PC.PMO.DLB.TCP.GCM1.CD543.AN_OSM_Trip_Speed,0.08876249790911997
PC.PMO.DLB.TCP.GCM2.CD553.AP_Eng_T5_Delta_LF,0.08795073795916422
PC.PMO.DLB.TCP.GCM1.CD543.AN_IPC_Suction_Temp,0.08644392406726749
PC.PMO.DLB.TCP.CGCE.CD563.AN_HPC_Jrn_Brg_NDE_Temp,0.08625379283471753
PC.PMO.DLB.TCP.GCM1.CD543.AN_LPC_Suc_Pri_Vent_Press,0.08537429573169107
PC.PMO.DLB.TCP.GCM2.CD553.AN_Manual_Yard_Valve_Time_Rem,0.08177106356896024
PC.PMO.DLB.TCP.CGCE.CD563.AN_Q_Calc_Vcone_Act_HCP1,0.07942753801222056
PC.PMO.DLB.TCP.GCM1.CD543.AN_HPC_ASC_Flow,0.07918334378611042
